"Team","Opponent","Shots","Att_rating","Def_rating","Venue","Time"
"valencia","granada",10,73.25,72.1428571428571,"1",12
"valencia","real madrid",10,72.875,84.1666666666667,"0",13
"valencia","celta",8,72.875,75.2857142857143,"1",14
"valencia","girona",9,71.8571428571429,76.4285714285714,"0",15
"vallecano","almeria",8,78,76,"0",1
"vallecano","granada",17,78,72.2857142857143,"0",2
"vallecano","atletico madrid",12,78.1428571428571,80.4285714285714,"1",3
"vallecano","betis",15,79,78.6666666666667,"0",4
"vallecano","deportivo alaves",19,76.8571428571429,72.375,"1",5
"vallecano","villarreal",11,77.4285714285714,79,"1",6
"vallecano","cadiz",9,77.3333333333333,74.2,"0",7
"vallecano","mallorca",18,76.8571428571429,75.75,"1",8
"vallecano","sevilla",7,78.8333333333333,77.7142857142857,"0",9
"vallecano","palmas",11,78,72.4285714285714,"0",10
"vallecano","sociedad",16,78.1428571428571,76.2857142857143,"1",11
"vallecano","real madrid",4,76.8333333333333,84.125,"0",12
"vallecano","girona",22,76.4285714285714,76.5714285714286,"1",13
"vallecano","barcelona",10,77.2857142857143,83.1666666666667,"1",14
"vallecano","athletic",11,77.5,77,"0",15
"villarreal","betis",18,78.6666666666667,76.6,"1",1
"villarreal","mallorca",15,78.75,76,"0",2
"villarreal","barcelona",13,79.625,82.875,"1",3
"villarreal","cadiz",7,78,74.2,"0",4
"villarreal","almeria",10,78.625,75.2857142857143,"1",5
"villarreal","vallecano",13,79.2222222222222,75.8571428571429,"0",6
"villarreal","girona",13,79.3333333333333,76.8571428571429,"1",7
"villarreal","getafe",3,79.75,76.25,"0",8
"villarreal","palmas",9,78.8888888888889,72.4285714285714,"1",9
"villarreal","deportivo alaves",11,79.375,73,"1",10
"villarreal","granada",5,77.5,70.7142857142857,"0",11
"villarreal","athletic",17,76.125,76.8571428571429,"1",12
"villarreal","atletico madrid",11,78.5,81.6666666666667,"0",13
"villarreal","osasuna",10,78.875,76.5555555555556,"1",14
"villarreal","sevilla",5,78.5,77.4285714285714,"0",15
"deportivo alaves","cadiz",10,71.875,73.2,"0",1
"deportivo alaves","sevilla",14,73.4285714285714,78.5,"1",2
"deportivo alaves","getafe",16,73.4285714285714,75.2857142857143,"0",3
"deportivo alaves","valencia",6,73.125,75.875,"1",4
"deportivo alaves","vallecano",9,73,75.8571428571429,"0",5
"deportivo alaves","athletic",15,73.1428571428571,77.5714285714286,"1",6
"deportivo alaves","celta",21,71,75.7142857142857,"0",7
"deportivo alaves","osasuna",17,72.75,74.7142857142857,"1",8
"deportivo alaves","betis",15,72.7142857142857,76.1428571428571,"1",9
"deportivo alaves","villarreal",16,73,78.375,"0",10
"deportivo alaves","atletico madrid",8,73,81.5,"0",11
"deportivo alaves","almeria",22,73.2857142857143,73.75,"1",12
"deportivo alaves","barcelona",8,72.3333333333333,81.5,"0",13
"deportivo alaves","granada",8,71.6666666666667,72.125,"1",14
"deportivo alaves","mallorca",7,71.6666666666667,75.5,"0",15
"osasuna","celta",11,76.75,74.2,"0",1
"osasuna","athletic",18,76.75,76.2857142857143,"1",2
"osasuna","valencia",6,70.5,75.8333333333333,"0",3
"osasuna","barcelona",11,70.875,83.125,"1",4
"osasuna","getafe",7,74.375,75.5714285714286,"0",5
"osasuna","sevilla",16,74.375,75,"1",6
"osasuna","atletico madrid",13,74.375,81.6666666666667,"1",7
"osasuna","deportivo alaves",10,73,72.4285714285714,"0",8
"osasuna","real madrid",7,75.25,84.5,"0",9
"osasuna","granada",11,76,72.125,"1",10
"osasuna","betis",7,76,75.8333333333333,"0",11
"osasuna","girona",15,75.875,76,"1",12
"osasuna","palmas",11,75.875,71.5,"1",13
"osasuna","villarreal",15,75.625,77.875,"0",14
"osasuna","sociedad",9,75.625,81,"1",15
"sevilla","valencia",9,81.3333333333333,77.1666666666667,"1",1
"sevilla","deportivo alaves",12,81.1428571428571,73.1428571428571,"0",2
"sevilla","girona",21,79.4285714285714,77.1428571428571,"1",3
"sevilla","palmas",26,78.7142857142857,73.2857142857143,"1",4
"sevilla","osasuna",15,76.8571428571429,74.875,"0",5
"sevilla","almeria",18,79,74.8571428571429,"1",6
"sevilla","barcelona",12,77,84,"0",7
"sevilla","vallecano",22,77.5,76.3333333333333,"1",8
"sevilla","real madrid",17,79.875,84.75,"1",9
"sevilla","cadiz",20,76.4285714285714,72.8,"0",10
"sevilla","celta",13,78.875,73.2857142857143,"0",11
"sevilla","betis",13,78.875,75.8333333333333,"1",12
"sevilla","sociedad",8,78.8571428571429,80.1428571428571,"0",13
"sevilla","villarreal",18,78.1428571428571,77.5,"1",14
"cadiz","deportivo alaves",12,73.625,72.875,"1",1
"cadiz","barcelona",10,73.375,83.5714285714286,"0",2
"cadiz","almeria",11,74.25,73.2857142857143,"1",3
"cadiz","villarreal",17,74.25,76.7142857142857,"1",4
"cadiz","athletic",5,73.875,77.5714285714286,"0",5
"cadiz","betis",5,74.125,78.7142857142857,"0",6
"cadiz","vallecano",9,74.625,75.3333333333333,"1",7
"cadiz","atletico madrid",8,73.125,81,"0",8
"cadiz","girona",8,74.75,75.875,"1",9
"cadiz","valencia",5,74,75,"0",10
"cadiz","sevilla",10,73.5555555555556,77.8333333333333,"1",11
"cadiz","getafe",6,73.3333333333333,75.1428571428571,"0",12
"cadiz","real madrid",13,73,85.1428571428571,"1",13
"cadiz","mallorca",6,74.375,77.125,"0",14
"cadiz","celta",2,73.625,75,"0",15
"mallorca","palmas",10,75.625,73,"0",1
"mallorca","villarreal",8,76.2857142857143,77.1428571428571,"1",2
"mallorca","granada",9,76.125,72.2857142857143,"0",3
"mallorca","athletic",8,76.5,76.7142857142857,"1",4
"mallorca","celta",7,77,74.4285714285714,"0",5
"mallorca","girona",14,77.5714285714286,76.1428571428571,"0",6
"mallorca","barcelona",10,74.8571428571429,83.4285714285714,"1",7
"mallorca","vallecano",9,75.75,75.5714285714286,"0",8
"mallorca","valencia",9,75.25,73.3333333333333,"1",9
"mallorca","sociedad",18,74.7142857142857,78.5714285714286,"0",10
"mallorca","getafe",15,74.75,74.7142857142857,"1",11
"mallorca","betis",8,74.8571428571429,75.8333333333333,"0",12
"mallorca","atletico madrid",8,74.5714285714286,79.6,"0",13
"mallorca","cadiz",16,76.5714285714286,72.8,"1",14
"mallorca","deportivo alaves",7,74.5,71.8571428571429,"1",15
"celta","osasuna",11,75.375,77.5,"1",1
"celta","sociedad",17,74.625,77.8571428571429,"0",2
"celta","real madrid",13,77,83.75,"1",3
"celta","almeria",14,76.5714285714286,73.5714285714286,"0",4
"celta","mallorca",16,76.4285714285714,75.7777777777778,"1",5
"celta","barcelona",13,76.4285714285714,83.7142857142857,"0",6
"celta","deportivo alaves",8,76.4285714285714,71.7142857142857,"1",7
"celta","palmas",11,74.8571428571429,71.7142857142857,"0",8
"celta","getafe",25,76.375,76,"1",9
"celta","atletico madrid",16,76.375,79.6666666666667,"1",10
"celta","girona",4,75.875,76.5,"0",11
"celta","sevilla",15,74.625,79.375,"1",12
"celta","athletic",12,76.25,76.8571428571429,"0",13
"celta","valencia",13,76.375,74.5,"0",14
"celta","cadiz",26,76.125,73.8,"1",15
"granada","atletico madrid",7,74.5,82.1666666666667,"0",1
"granada","vallecano",14,73.125,76.3333333333333,"1",2
"granada","mallorca",9,73.125,76.25,"1",3
"granada","sociedad",8,73.625,81,"0",4
"granada","girona",12,74.1111111111111,75.8571428571429,"1",5
"granada","palmas",2,74.2857142857143,73,"0",6
"granada","betis",18,74.4285714285714,74.8333333333333,"1",7
"granada","almeria",17,72.4285714285714,72.8571428571429,"0",8
"granada","barcelona",7,72.625,81.1428571428571,"1",9
"granada","osasuna",13,72.5,76.5,"0",10
"granada","villarreal",18,71.5714285714286,76.5,"1",11
"granada","valencia",6,73.5,75,"0",12
"granada","getafe",12,73.75,75.125,"1",13
"granada","deportivo alaves",10,74.125,71.8571428571429,"0",14
"granada","real madrid",2,72.875,84.8571428571429,"0",15
"almeria","vallecano",19,75,76.3333333333333,"1",1
"almeria","real madrid",20,74,84.25,"1",2
"almeria","cadiz",5,72.8888888888889,74.2,"0",3
"almeria","celta",16,74.3333333333333,74.5714285714286,"1",4
"almeria","villarreal",17,74.125,77.4285714285714,"0",5
"almeria","valencia",17,74.125,75.5714285714286,"1",6
"almeria","sevilla",9,73,78.8333333333333,"0",7
"almeria","granada",17,73,71.1666666666667,"1",8
"almeria","athletic",4,73.1111111111111,79.2857142857143,"0",9
"almeria","girona",9,74.375,75.875,"0",10
"almeria","palmas",10,74.4444444444444,71.5,"1",11
"almeria","deportivo alaves",9,73.2222222222222,72.5714285714286,"0",12
"almeria","sociedad",7,73.6666666666667,77.3333333333333,"1",13
"almeria","getafe",13,74,75.2857142857143,"0",14
"almeria","betis",20,74.25,75,"1",15
"internazionale","monza",22,82.625,75.1428571428571,"1",1
"internazionale","cagliari",17,82.625,71.75,"0",2
"internazionale","fiorentina",20,82.625,77.3333333333333,"1",3
"internazionale","milan",13,82.625,79.5714285714286,"1",4
"internazionale","empoli",23,82.125,72.8571428571429,"0",5
"internazionale","sassuolo",13,82.625,73,"1",6
"internazionale","salernitana",15,81.25,70.7142857142857,"0",7
"internazionale","bologna",14,83,73.7142857142857,"1",8
"internazionale","torino",13,82.875,74.7142857142857,"0",9
"internazionale","roma",19,83,77.8571428571429,"1",10
"internazionale","atalanta",9,83,76.875,"0",11
"internazionale","frosinone",20,82.625,67.5714285714286,"1",12
"internazionale","juventus",8,82.625,76.2857142857143,"0",13
"internazionale","napoli",11,82.625,81,"0",14
"juventus","udinese",8,79.4444444444444,73.375,"0",1
"juventus","bologna",14,79.6666666666667,74.1428571428571,"1",2
"juventus","empoli",17,81,71.8571428571429,"0",3
"juventus","lazio",17,81,79.8333333333333,"1",4
"juventus","sassuolo",15,81,72.8333333333333,"0",5
"juventus","lecce",15,79.875,71,"1",6
"juventus","atalanta",5,79.5,77.125,"0",7
"juventus","torino",17,79.125,75,"1",8
"juventus","milan",14,79.7142857142857,77.4285714285714,"0",9
"juventus","hellas",30,80,72.875,"1",10
"juventus","fiorentina",4,80.2857142857143,76.8571428571429,"0",11
"juventus","cagliari",18,78.8571428571429,71.5,"1",12
"juventus","internazionale",4,78.4285714285714,82.5,"1",13
"juventus","monza",17,78.375,75,"0",14
"milan","bologna",9,80.75,74.1428571428571,"0",1
"milan","torino",15,80.75,75.4285714285714,"1",2
"milan","roma",8,80.75,79.1428571428571,"0",3
"milan","internazionale",9,80.75,82.875,"0",4
"milan","hellas",9,78.8571428571429,72.875,"1",5
"milan","cagliari",17,78,72.25,"0",6
"milan","lazio",14,80.125,79.7142857142857,"1",7
"milan","genoa",12,77.375,70.625,"0",8
"milan","juventus",7,78.5,78.7142857142857,"1",9
"milan","napoli",20,80.1111111111111,82.3333333333333,"0",10
"milan","udinese",14,78.875,73.2222222222222,"1",11
"milan","lecce",10,80.875,69.7142857142857,"0",12
"milan","fiorentina",8,78.875,77.7142857142857,"1",13
"milan","frosinone",10,78.5555555555556,66.6666666666667,"1",14
"roma","salernitana",13,77.4285714285714,73.25,"1",1
"roma","hellas",23,79.4285714285714,72.75,"0",2
"roma","milan",13,77.4285714285714,80,"1",3
"roma","empoli",13,80.1428571428571,71.2857142857143,"1",4
"roma","torino",11,80.1428571428571,75.1428571428571,"0",5
"roma","genoa",13,80.8571428571429,70.375,"0",6
"roma","frosinone",11,80.375,67.2857142857143,"1",7
"roma","cagliari",11,79.5,71.5,"0",8
"roma","monza",21,78.5,74.875,"1",9
"roma","internazionale",3,77.8571428571429,83.25,"0",10
"roma","lecce",14,79.5714285714286,69.7142857142857,"1",11
"roma","lazio",8,80,79.7142857142857,"0",12
"roma","udinese",12,81.2857142857143,72.25,"1",13
"roma","sassuolo",14,80,72.8571428571429,"0",14
"napoli","frosinone",19,81.375,67.1428571428571,"0",1
"napoli","sassuolo",23,82.625,72.8333333333333,"1",2
"napoli","lazio",22,83.5,79.8333333333333,"1",3
"napoli","genoa",12,83.75,71.125,"0",4
"napoli","bologna",11,83.25,74.7142857142857,"0",5
"napoli","udinese",22,83.875,73,"1",6
"napoli","lecce",14,81.75,71.1428571428571,"0",7
"napoli","fiorentina",15,83.5,75.4285714285714,"1",8
"napoli","hellas",22,81.5,73.125,"0",9
"napoli","milan",17,82.375,79.7142857142857,"1",10
"napoli","salernitana",21,82.375,72.1428571428571,"0",11
"napoli","empoli",18,81,70.8571428571429,"1",12
"napoli","atalanta",11,82.375,77.5,"0",13
"napoli","internazionale",15,83.8571428571429,82.5,"1",14
"fiorentina","genoa",9,76,72.4285714285714,"0",1
"fiorentina","lecce",10,77.2857142857143,70.8571428571429,"1",2
"fiorentina","internazionale",6,77.375,82.75,"0",3
"fiorentina","atalanta",15,77.2857142857143,77.25,"1",4
"fiorentina","udinese",6,77,72.75,"0",5
"fiorentina","frosinone",19,77.875,68,"0",6
"fiorentina","cagliari",14,75.625,72,"1",7
"fiorentina","napoli",12,75.375,81,"0",8
"fiorentina","empoli",19,75.875,72.7142857142857,"1",9
"fiorentina","lazio",9,77.75,79.7142857142857,"0",10
"fiorentina","juventus",25,77.2222222222222,78.8571428571429,"1",11
"fiorentina","bologna",11,78,74.2857142857143,"1",12
"fiorentina","milan",21,77.625,79.2857142857143,"0",13
"fiorentina","salernitana",21,75.1111111111111,72.875,"1",14
"bologna","milan",17,73.5714285714286,80,"1",1
"bologna","juventus",10,74.125,79.25,"0",2
"bologna","cagliari",15,74.125,72.125,"1",3
"bologna","hellas",11,74.125,73.5,"0",4
"bologna","napoli",4,74.625,81,"1",5
"bologna","monza",8,73.1111111111111,73.8571428571429,"0",6
"bologna","empoli",21,72.8888888888889,72.2857142857143,"1",7
"bologna","internazionale",7,73.7777777777778,83.25,"0",8
"bologna","frosinone",12,74.5555555555556,68.8571428571429,"1",9
"bologna","sassuolo",9,74.5555555555556,72.6666666666667,"0",10
"bologna","lazio",6,75,79.7142857142857,"1",11
"bologna","fiorentina",10,75,77.7142857142857,"0",12
"bologna","torino",13,73.2222222222222,74.4285714285714,"1",13
"bologna","lecce",11,73.1111111111111,70.7142857142857,"0",14
"atalanta","sassuolo",16,78.1428571428571,73.2,"0",1
"atalanta","frosinone",18,77.7142857142857,66.75,"0",2
"atalanta","monza",18,77.125,74.8571428571429,"1",3
"atalanta","fiorentina",11,77.5,77,"0",4
"atalanta","cagliari",10,77.5,71.25,"1",5
"atalanta","hellas",8,77.125,72.875,"0",6
"atalanta","juventus",15,77.4285714285714,79.25,"1",7
"atalanta","lazio",12,77.125,79.7142857142857,"0",8
"atalanta","genoa",13,77.1428571428571,71.2857142857143,"1",9
"atalanta","empoli",18,77.625,72.7142857142857,"0",10
"atalanta","internazionale",14,77.75,82.875,"1",11
"atalanta","udinese",8,78.1111111111111,72.8888888888889,"0",12
"atalanta","napoli",16,78.125,82.3333333333333,"1",13
"atalanta","torino",10,77.25,74.4285714285714,"0",14
"lazio","lecce",10,81.8333333333333,69.8571428571429,"0",1
"lazio","genoa",16,81.8333333333333,71.1428571428571,"1",2
"lazio","napoli",6,81.3333333333333,81.2857142857143,"0",3
"lazio","juventus",16,81.3333333333333,79.7142857142857,"0",4
"lazio","monza",7,80,74.1428571428571,"1",5
"lazio","torino",6,80.625,75.1428571428571,"1",6
"lazio","milan",13,79.75,79.8571428571429,"0",7
"lazio","atalanta",12,79.75,76.875,"1",8
"lazio","sassuolo",18,79.75,72.6666666666667,"0",9
"lazio","fiorentina",10,80.125,77.7142857142857,"1",10
"lazio","bologna",11,79.75,74.2857142857143,"0",11
"lazio","roma",7,81,78.5,"1",12
"lazio","salernitana",12,81,73,"0",13
"lazio","cagliari",10,79.625,71.25,"1",14
"torino","cagliari",11,75.125,71.125,"1",1
"torino","milan",8,75.375,80,"0",2
"torino","genoa",10,75.375,71.1428571428571,"1",3
"torino","salernitana",11,73.75,71.75,"0",4
"torino","roma",12,73.75,78.7142857142857,"1",5
"torino","lazio",7,75.875,79.8571428571429,"0",6
"torino","hellas",8,73.75,71.2857142857143,"1",7
"torino","juventus",10,74.3333333333333,79,"0",8
"torino","internazionale",7,72.6666666666667,82.75,"1",9
"torino","lecce",10,72.1111111111111,70.8571428571429,"0",10
"torino","sassuolo",21,75.4444444444444,72.6666666666667,"1",11
"torino","monza",12,75.6666666666667,72.875,"0",12
"torino","bologna",9,75.6666666666667,73,"0",13
"torino","atalanta",8,75.6666666666667,76.5714285714286,"1",14
"monza","internazionale",12,74.8571428571429,82.75,"0",1
"monza","empoli",20,75.7142857142857,73.4,"1",2
"monza","atalanta",8,75.7142857142857,76.875,"0",3
"monza","lecce",25,75.4285714285714,70.7142857142857,"1",4
"monza","lazio",16,74.8571428571429,79.2857142857143,"0",5
"monza","bologna",10,74.8571428571429,71.8571428571429,"1",6
"monza","sassuolo",13,74.8571428571429,72.8571428571429,"0",7
"monza","salernitana",15,73.5714285714286,72.1428571428571,"1",8
"monza","roma",11,74,78.375,"0",9
"monza","udinese",10,73.5714285714286,73.2222222222222,"1",10
"monza","hellas",12,73.5714285714286,73.1428571428571,"0",11
"monza","torino",12,73.2857142857143,74.4285714285714,"1",12
"monza","cagliari",12,74.1428571428571,71.625,"0",13
"monza","juventus",16,75.3333333333333,76.7142857142857,"1",14
"frosinone","napoli",3,67.3333333333333,79.8571428571429,"1",1
"frosinone","atalanta",13,67.2222222222222,76.875,"1",2
"frosinone","udinese",12,67.4444444444444,73.375,"0",3
"frosinone","sassuolo",15,67.1111111111111,72.8333333333333,"1",4
"frosinone","salernitana",9,68.5,72.875,"0",5
"frosinone","fiorentina",11,68.25,77.7142857142857,"1",6
"frosinone","roma",8,66.875,79.25,"0",7
"frosinone","hellas",11,68.2222222222222,71,"1",8
"frosinone","bologna",11,69.125,73.7142857142857,"0",9
"frosinone","cagliari",10,67.4444444444444,71.75,"0",10
"frosinone","empoli",17,67.2222222222222,72,"1",11
"frosinone","internazionale",12,67.5555555555556,82.875,"0",12
"frosinone","genoa",9,67.25,70.625,"1",13
"frosinone","milan",15,65.625,79.1428571428571,"0",14
"lecce","lazio",23,70.1111111111111,79.8333333333333,"1",1
"lecce","fiorentina",6,70.8888888888889,77.3333333333333,"0",2
"lecce","salernitana",19,70.4444444444444,72,"1",3
"lecce","monza",3,70.4444444444444,74.8571428571429,"0",4
"lecce","genoa",18,70.625,71.125,"1",5
"lecce","juventus",2,71.3333333333333,79.125,"0",6
"lecce","napoli",9,71.4444444444444,81,"1",7
"lecce","sassuolo",13,71.1111111111111,73.3333333333333,"1",8
"lecce","udinese",12,71.7777777777778,73.75,"0",9
"lecce","torino",11,70.5555555555556,72.5,"1",10
"lecce","roma",15,69.6666666666667,78.1428571428571,"0",11
"lecce","milan",14,70.6666666666667,79.8571428571429,"1",12
"lecce","hellas",14,71.4444444444444,70.8571428571429,"0",13
"lecce","bologna",13,71.4444444444444,73,"1",14
"genoa","fiorentina",4,73.8571428571429,75.4285714285714,"1",1
"genoa","lazio",5,73.25,80.3333333333333,"0",2
"genoa","torino",7,73.25,75,"0",3
"genoa","napoli",8,72.375,80.5,"1",4
"genoa","lecce",8,72.375,70.1428571428571,"0",5
"genoa","roma",8,72.5714285714286,79.25,"1",6
"genoa","udinese",8,72.875,73.625,"0",7
"genoa","milan",7,72,78,"1",8
"genoa","atalanta",15,72.375,76.7142857142857,"0",9
"genoa","salernitana",8,73.5,73.25,"1",10
"genoa","cagliari",8,72.2222222222222,72.1428571428571,"0",11
"genoa","hellas",16,71.5,71.625,"1",12
"genoa","frosinone",13,71.375,67.8333333333333,"0",13
"genoa","empoli",21,72.875,70.8571428571429,"1",14
"sassuolo","atalanta",11,74.4285714285714,77.25,"1",1
"sassuolo","napoli",6,74.2857142857143,81.2857142857143,"0",2
"sassuolo","hellas",15,75.5,73,"1",3
"sassuolo","frosinone",18,75.625,66,"0",4
"sassuolo","juventus",18,75.625,79.7142857142857,"1",5
"sassuolo","internazionale",13,75.625,82.875,"0",6
"sassuolo","monza",19,75.5,74.1428571428571,"1",7
"sassuolo","lecce",13,76,70.7142857142857,"0",8
"sassuolo","lazio",9,75.875,79.7142857142857,"1",9
"sassuolo","bologna",16,75.375,73.2857142857143,"1",10
"sassuolo","torino",5,75.375,74.625,"0",11
"sassuolo","salernitana",29,74.625,72.5714285714286,"1",12
"sassuolo","empoli",16,75.8571428571429,70.8571428571429,"0",13
"sassuolo","roma",8,75.5,78.5,"1",14
"udinese","juventus",18,73,79,"1",1
"udinese","salernitana",14,72.8571428571429,73,"0",2
"udinese","frosinone",12,72.8571428571429,66.75,"1",3
"udinese","cagliari",11,72.8571428571429,71.375,"0",4
"udinese","fiorentina",20,72.5714285714286,77,"1",5
"udinese","napoli",13,72.8571428571429,81.5,"0",6
"udinese","genoa",11,73.5714285714286,70.7142857142857,"1",7
"udinese","empoli",11,73.2857142857143,73,"0",8
"udinese","lecce",11,73.4285714285714,71.5714285714286,"1",9
"udinese","monza",10,72.8571428571429,74.1428571428571,"0",10
"udinese","milan",11,72.8571428571429,78.1428571428571,"0",11
"udinese","atalanta",12,72.25,78,"1",12
"udinese","roma",6,71.625,79.625,"0",13
"udinese","hellas",12,72.25,70.2857142857143,"1",14
"empoli","hellas",10,74.125,72.25,"1",1
"empoli","monza",18,74.4285714285714,74.8571428571429,"0",2
"empoli","juventus",7,73.25,79.7142857142857,"1",3
"empoli","roma",8,71.625,78.625,"0",4
"empoli","internazionale",7,72.125,82.375,"1",5
"empoli","salernitana",13,70.75,72.875,"1",6
"empoli","bologna",12,73.625,72.5714285714286,"0",7
"empoli","udinese",18,73.75,73.375,"1",8
"empoli","fiorentina",7,73.375,75.4285714285714,"0",9
"empoli","atalanta",9,73.375,76.75,"1",10
"empoli","frosinone",10,72.625,68.3333333333333,"0",11
"empoli","napoli",8,71.5,80.5714285714286,"0",12
"empoli","sassuolo",10,71.5,72.7142857142857,"1",13
"empoli","genoa",9,70.875,70,"0",14
"hellas","empoli",10,72.2857142857143,73.1666666666667,"0",1
"hellas","roma",5,72.1428571428571,80,"1",2
"hellas","sassuolo",11,73.1428571428571,72.8571428571429,"0",3
"hellas","bologna",9,73,74.1428571428571,"1",4
"hellas","milan",10,73,78.1428571428571,"0",5
"hellas","atalanta",11,72.2857142857143,77,"1",6
"hellas","torino",5,71.1428571428571,74.8571428571429,"0",7
"hellas","frosinone",16,72.5714285714286,67.5714285714286,"0",8
"hellas","napoli",15,73.2857142857143,81.1666666666667,"1",9
"hellas","juventus",7,72.375,78.7142857142857,"0",10
"hellas","monza",16,73,75.1428571428571,"1",11
"hellas","genoa",7,71,71.25,"0",12
"hellas","lecce",19,70.875,71,"1",13
"hellas","udinese",12,71.375,72.4444444444444,"0",14
"cagliari","torino",8,70.25,75.4285714285714,"0",1
"cagliari","internazionale",12,71,82.75,"1",2
"cagliari","bologna",7,72.25,74.1428571428571,"0",3
"cagliari","udinese",10,70.5,73.375,"1",4
"cagliari","atalanta",10,70.8888888888889,76.875,"0",5
"cagliari","milan",16,72.375,78.4285714285714,"1",6
"cagliari","fiorentina",6,72.625,75.4285714285714,"0",7
"cagliari","roma",15,71.6666666666667,78.375,"1",8
"cagliari","salernitana",13,70.875,73.5714285714286,"0",9
"cagliari","frosinone",23,71.5,66.8333333333333,"1",10
"cagliari","genoa",12,71.375,71,"1",11
"cagliari","juventus",11,71.75,77.4285714285714,"0",12
"cagliari","monza",17,71.875,74.25,"1",13
"cagliari","lazio",9,72.375,77,"0",14
"salernitana","roma",3,72.8571428571429,78.75,"0",1
"salernitana","udinese",9,73.8571428571429,73.375,"1",2
"salernitana","lecce",11,71.8571428571429,70.7142857142857,"0",3
"salernitana","torino",14,72,75.1428571428571,"1",4
"salernitana","frosinone",19,73.2857142857143,68,"1",5
"salernitana","empoli",14,73.2857142857143,71.2857142857143,"0",6
"salernitana","internazionale",12,72.25,82.2857142857143,"1",7
"salernitana","monza",8,73.5,75.1428571428571,"0",8
"salernitana","cagliari",12,74.75,71.5714285714286,"1",9
"salernitana","genoa",7,75.5714285714286,71.4285714285714,"0",10
"salernitana","napoli",10,72.5,81,"1",11
"salernitana","sassuolo",9,72.875,72.6666666666667,"0",12
"salernitana","lazio",13,72.375,75.8333333333333,"1",13
"salernitana","fiorentina",11,72.375,75.1428571428571,"0",14
"psg","lorient",20,81.1666666666667,74.7142857142857,"1",1
"psg","toulouse",15,80.8333333333333,72.3333333333333,"0",2
"psg","lens",17,83.4285714285714,77.6666666666667,"1",3
"psg","lyon",21,83.4285714285714,76.5714285714286,"0",4
"psg","nice",12,82.7142857142857,76.5714285714286,"1",5
"psg","marseille",15,82.625,78.75,"1",6
"psg","clermont",21,83.6666666666667,71.5,"0",7
"psg","rennes",17,83,75.1428571428571,"0",8
"psg","strasbourg",7,81.8333333333333,70.375,"1",9
"psg","brest",16,81.5714285714286,72.8571428571429,"0",10
"psg","montpellier",21,82.8571428571429,73.5,"1",11
"psg","reims",14,81.5714285714286,74.125,"0",12
"psg","monaco",15,83.25,75,"1",13
"psg","havre",9,82.2857142857143,69.875,"0",14
"nice","lille",8,76.25,76.25,"1",1
"nice","lorient",21,75.5555555555556,74.375,"0",2
"nice","lyon",21,76.5,74.5,"1",3
"nice","strasbourg",16,76.125,72,"1",4
"nice","psg",14,76.75,81.1666666666667,"0",5
"nice","monaco",13,76.75,76.1428571428571,"0",6
"nice","brest",12,76.25,72.8571428571429,"1",7
"nice","metz",7,76.5,69.5,"0",8
"nice","marseille",10,76.125,78.6666666666667,"1",9
"nice","clermont",11,75.25,71.5,"0",10
"nice","rennes",15,76.5,75.4285714285714,"1",11
"nice","montpellier",15,75.125,72.375,"0",12
"nice","toulouse",8,76.5555555555556,71.8333333333333,"1",13
"nice","nantes",13,75.125,73.25,"0",14
"monaco","clermont",14,79.1666666666667,72.2857142857143,"0",1
